ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	CONCEPTICON	STRUCTURE	COGIDS
1615	Araona	*1P	ema,yama	e	e	None	192	e -	WE	V	192
